title,abstract,market_type,media_source,url,publish_time,section_tags,event_tags,assets_id,sentiment,attention
景峰医药预计年亏损8.5亿元：三个月前仅预计亏3个亿,"新浪财经讯 1月16日消息，景峰医药(5.580, 0.02, 0.36%)披露2019年业绩预告修正公告，此前预亏2亿元至3亿元，修正后，预亏6.5亿元至8.5亿元。修正原因包括商誉计提资产减值准备、主要产品销售在去年第四季度未达预期等。",A股,新浪财经,https://finance.sina.com.cn/stock/s/2020-01-16/doc-iihnzahk4537997.shtml,2020-01-16 15:57:42,制药,爆雷,000908.XSHE,-1,2
洞察|大族激光业绩再“爆雷” 兴全合宜、睿远成长价值巨额持仓信心何在？,"大族激光(38.630, 1.22, 3.26%)业绩再“爆雷” 兴全合宜、睿远成长价值巨额持仓信心何在？大族激光业绩再“爆雷” 兴全合宜、睿远成长价值巨额持仓信心何在？",A股,新浪财经,http://finance.sina.com.cn/roll/2020-01-15/doc-iihnzahk4284042.shtml,2020-01-15 11:29:10,光学元件,爆雷,002008.XSHE,-1,2
孙小波IPO受贿案再揭秘：乐视网恐涉案，这几个涉事公司业绩大爆雷,虽然有关IPO发审委员贪腐案件已经屡见不鲜，但日前被曝光的“孙小波受贿案”依然震惊资本市场。与早前的涉嫌PE腐败的“冯小树案”和内幕交易的“邓瑞祥案”等有关发审委员涉贪不同，孙小波该次受贿案可谓是发审委员在任期内最直接、涉案公司最多、影响最为恶劣的贪腐案。,A股,新浪财经,https://tech.sina.com.cn/roll/2020-01-07/doc-iihnzahk2477152.shtml,2020-01-08 20:34:59,互联网信息服务,爆雷,300104.XSHE,-1,2
业绩“爆雷”！汤臣倍健计提减值超15亿元，股价跌回16元,2019年12月31日晚间，汤臣倍健（300146）披露2019年业绩预告，2019年预亏3.65-3.7亿元，主要原因是公司对前期收购Life-Space Group PtyLtd（以下简称：LSG）形成的商誉进行了初步减值测试，预计计提商誉和无形资产减值准备总计约15.4-16.4亿元。这将是汤臣倍健上市10年来首次亏损。,A股,腾讯网,https://new.qq.com/omn/20200102/20200102A0F9GG00.html,2020-01-02 16:04:49,医疗保健用品,爆雷,300146.XSHE,-1,2
计提减值超百亿：三家公司爆雷 其中一家跌停,"12月30日，有三家公司发布计提减值公告，总计金额超百亿元。慈星股份(7.760, -0.14, -1.77%)发布公告称，收购的两家公司计提减值准备金额为6亿元左右，此外，预计产生存货减值损失1亿元左右；中集集团(9.160, 0.00, 0.00%)发布公告称，该公司预计2019年需计提减值约40亿元-55亿元；华东科技(2.590, 0.11, 4.44%)发布公告称，拟对控股子公司平板显示计提资产减值56.56亿元。",A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-12-31/doc-iihnzhfz9485888.shtml,2020-01-01 12:40:56,"物流,能源设备与服务",爆雷,000039.XSHE,-1,2
业绩爆雷的东阿阿胶迎来新董事长：华润医药CEO韩跃伟接任,业绩出现爆雷的东阿阿胶迎来新的董事长。东阿阿胶股份有限公司12月10日盘后公告称，董事会选举韩跃伟担任董事长。资料显示，韩跃伟董事任职刚刚通过股东大会的同意。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/hk/2019-12-10/doc-iihnzhfz4939015.shtml,2019-12-10 17:38:06,中药,董事变更,000423.XSHE,0,2
新华联爆雷！董事长苏波协助公安机关调查且被免职，业绩下滑债务攀升,12月23日晚间，新华联文化旅游发展股份有限公司（以下简称新华联文旅）宣布，董事长兼总裁苏波因个人问题在公安机关协助调查。,A股,搜狐财经,https://www.sohu.com/a/363488261_538762,2019-12-23 22:39:59,商业服务,爆雷,000036.XSHE,-1,2
"37000股东傻眼！白马股突然爆雷：13亿""说没就没""，业绩大变脸...",换而言之，经过前9个月的苦心经营，海正药业已经将2018年的亏损局面挽回，但临近年末又突然“黑天鹅”，这一计提准备却直接“吞噬”了前三季度的所有净利润。对此，上交所火速下发问询函，并要求海正药业补充说明在研项目、在建工程以及本次减值原因和后续处置安排等方面的情况。,A股,新浪财经,https://finance.sina.com.cn/money/fund/jjzl/2019-12-11/doc-iihnzahi6894770.shtml,2019-12-11 21:56:30,制药,爆雷,600267.XSHG,-1,2
傻眼！医药白马爆雷，从业绩暴增到巨亏亿元,傻眼！9个月全白干傻眼！9个月全白干，医药白马爆雷，一纸公告割13亿资产，花式变脸有先例，从业绩暴增到巨亏亿元。海正药业计提资产减值准备13.17亿元，受此影响，午间收盘股价跌幅为4.8%。，医药白马爆雷，一纸公告割13亿资产，花式变脸有先例,A股,凤凰网,https://finance.ifeng.com/c/7sJgZYZ7h3Y,2019-12-11 13:33:51,制药,爆雷,600267.XSHG,-1,2
魔兽中国区总代理的风光背后：15亿资金被占用，业绩爆雷遭警示,"魔兽中国区总代理的风光背后：15亿资金被占用，业绩爆雷遭警示。美盛文化(7.210, -0.19, -2.57%)，这家曾收购“同道大叔”的上市公司，昨日险些跌停。事件的导火索，是来自浙江证监局的警示。",A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-11-08/doc-iicezzrr8139257.shtml,2019-11-08 15:42:10,文化媒体,爆雷,002699.XSHE,-1,2
300亿“白酒股”又“爆雷”，股价上涨净利润却大减7成，出啥事？,本周已经过去，新的周一已经来临，回顾一下上周的A股市场我们可以明显的看出，市场仍旧在回暖，但是成交量依旧不多。首先就是大家比较关注的猪肉、养鸡的概念股了，这两种概念股可以说是全线爆发，猪肉的价格持续走高，概念股跟着“沾光”也在不断的上涨。但是我们看到另一家概念股日子就“不好过”了，300亿白酒股竟然爆雷了?,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-10-28/doc-iicezzrr5441676.shtml?source=cj&dv=2,2019-10-28 11:20:00,白酒,爆雷,000860.XSHE,-1,2
警惕三季报业绩爆雷公司,上市公司三季报披露进入倒计时，一些业绩变脸的公司正在扎堆披露三季报。截至昨日，两市有242家公司前三季度业绩大幅下滑，154家公司连续亏损，189家公司出现首次亏损。机构表示，投资者应规避三季报严重亏损或业绩大幅向下修正的公司。四公司披露暂停上市风险昨日，邦讯技术、迪威迅、坚瑞沃能、盛运环保披露股票可能存在暂停上市的风险，风险均来自于公司可能连续净利润亏损。,A股,东方财富网,http://finance.eastmoney.com/a/201910291274490198.html,2019-10-29 3:48:12,能源设备与服务,爆雷,300116.XSHE,-1,2
再爆雷？12亿债券违约后，“消防第一股”陷业绩造假疑云！,"日前媒体质疑天广中茂(0.150, -0.01, -6.25%)全资子公司中茂园林涉嫌3.76亿元业绩造假和11.24亿资产减值损失未计提。",A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-11-04/doc-iicezuev7152949.shtml,2019-11-04 19:24:37,工程机械,爆雷,002509.XSHE,-1,2
硕贝德Q3业绩爆雷，股价被按跌停板，今年涨近200%的狂欢面临终结？,在科技股大熔炉里，有沪电股份、深南电路、汇顶科技等科技受益龙头，当然也有不少浑水摸鱼的公司，在科技股大涨盛宴中疯狂炒作。此前被市场追捧为“5G天线王”的硕贝德（300322.SH）就是其中一例。,A股,搜狐财经,https://www.sohu.com/a/347162733_313170,2019-10-15 16:52:05,通信设备,爆雷,300322.XSHE,-1,2
亚太药业2019年度业绩“爆雷” 拟计提商誉减值损失不超6.7亿,亚太药业（002370，SZ）与上海新高峰生物医药有限公司（以下简称新高峰生物）之间看似美满的联姻，如今开始出现危机。亚太药业10月29日晚发布的三季报显示，因新高峰生物业绩低迷等因素，公司当期业绩同比大幅下滑。亚太药业称，公司预计要计提商誉减值准备，全年业绩或将巨亏数亿元。,A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-10-31/doc-iicezzrr6124711.shtml,2019-10-31 1:24:57,"制药,医疗器械",爆雷,002370.XSHE,-1,2
金盾股份：公章伪造与业绩爆雷你追我赶,金盾股份（全称“浙江金盾风机股份有限公司”，股票代码：300411.SZ）前董事长周建灿去世事件已经过去了一年多，但由此引发的负面新闻却尚未平息。随着前董事长债务问题暴露，公司公章被伪造事件也露出水面。周老板因个人债务问题，“被迫”伪造公司公章，以公司名义对外借款并提供担保，据说还卷入了民间高利贷中。,A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-10-09/doc-iicezuev1049465.shtml,2019-10-09 19:50:50,风电设备,爆雷,300411.XSHE,-1,2
“黑马”天风证券股价雪崩：保业绩员工两年未发奖金 子公司爆雷总经理被传潜逃,中国网财经10月25日讯(记者 郭美岑)“两个跌停，太不争气了！”一名天风证券的散户股东跟中国网财经记者这样吐槽，而天风证券的市值也随着两个跌停，从400多亿元蒸发到300多亿元。从寂寂无名的超小券商到中小券商跑出来的一匹“黑马”再到成功上市，天风证券用了13年的时间。13年的顶峰就是上市钟声敲响的那一刻，但一派盛世之景下掩盖的阴暗却无人知晓。,A股,新浪财经,https://finance.sina.com.cn/roll/2019-10-25/doc-iicezuev4851406.shtml?source=cj&dv=1,2019-10-25 14:02:15,证券,爆雷,601162.XSHG,-1,2
康旗股份业绩再降80%：商誉爆雷 新业务面临政策监管,"上一年商誉爆雷的滚滚硝烟还未完全散去，康旗股份(5.260, 0.11, 2.14%)再拟高溢价并购资产。传统镜片业务被剥离、业绩主力商品邮购分期业务陷入瓶颈、新业务“秒白条”面临政策监管。最新的前三季度业绩预告显示，公司业绩预计同比下滑超过80%，其中第三季度已发生亏损。",A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-10-18/doc-iicezuev2967572.shtml,2019-10-18 7:54:59,信息技术服务,爆雷,300061.XSHE,-1,2
业绩虚假+逾40亿应收款逾期知名手机设计公司爆雷 背后上市公司连遭跌停,行业内流传的一份《告知书》照片显示，10月15日，深圳市海派通讯科技有限公司（以下简称“海派通讯”）致海派华龙分公司全体人员，因公司长期生产经营困难，巳无法继续经营，经公司研究决定，并经工会同意，公司拟于2019年11月15日关闭龙华分公司观澜生产基地，自2019年10月14日起，基地全员正式停工。其中还就人员分流安置或协商解除合同做出具体安排。,A股,网易财经,https://money.163.com/19/1016/14/ERK8ROTI002580S6.html,2019-10-16 14:56:31,通信设备,爆雷,600677.XSHG,-1,2
ODM厂商智慧海派爆雷：关厂、停工，负责人被移送司法机关,众所周知，智慧海派以手机ODM为名，目前属于手机ODM/OEM出货量前十的厂商。智慧海派的转变在2015年，航天通信以15.67元每股的价格，定增购买邹永杭、朱汉坤、张奕及万和宜家等持有的智慧海派51%股权以及航天科工及徐忠俊等12位自然人持有的江苏捷诚36.93%股权。作为此次购买的主要标的，智慧海派主要从事手机ODM业务，发行完成后，航天通信的通信装备业务也将从军品拓展到民用领域。,A股,集微网,https://www.cnbeta.com/articles/tech/899499.htm,2019-10-16 8:16:51,电子制造,爆雷,300666.XSHE,-1,2
恺英网络频“爆雷”：遭证监会调查股价跌停 实控人被捕 业绩陷入下滑泥潭,“大家好，我系渣渣辉”这句经典的广告词以及张家辉、古天乐等明星曾经带火了游戏《贪玩蓝月》，但如今，这款游戏背后的代理公司因频频“爆雷”正受到质疑和拷问。,A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-10-09/doc-iicezzrr1129473.shtml?source=cj&dv=1,2019-10-09 22:47:56,互联网信息服务,爆雷,002517.XSHE,-1,2
"国家电网""合格""供应商现形:长高集团专项基金行贿评标专家 业绩爆雷拿什么布局网约车?","国家电网""合格""供应商现形:长高集团专项基金行贿评标专家 业绩爆雷拿什么布局网约车?",A股,金融界,http://stock.jrj.com.cn/2019/08/21181728012015.shtml,2019-08-21 18:26:24,电气设备,爆雷,002452.XSHE,-1,2
股东“内讧”业绩爆雷 天神娱乐跌落神坛,"连续两封公开信，把本就麻烦不断的天神娱乐(4.090, 0.02, 0.49%)（维权）再次推上了风口浪尖。8月18日晚间，天神娱乐大股东朱晔发表致个别中小股东公开信，强调自己从未中饱私囊的同时，首次承认公司通过外延式并购发展带来的问题。紧随其后，天神娱乐董事李春也发表公开信，称股东间需要的是充分信任而非闹剧般的相争，而天神娱乐需要的是一次刮骨疗伤般的自我救赎。曾经的天神娱乐，通过外延式并购让业绩一路高升，但也正是连续不断的并购，让这家公司在2018年首度出现严重亏损。负重前行的天神娱乐究竟该如何走出自身的困境，成为当下必须首要解决的问题。",A股,新浪财经,http://finance.sina.com.cn/stock/s/2019-08-20/doc-ihytcern2080182.shtml,2019-08-20 1:56:06,文化媒体,爆雷,002354.XSHE,-1,2
金徽酒业绩“爆雷”二季度净利下滑3成 区域名酒分化进一步加剧,中国网财经8月27日讯(记者 陈琼)白酒行业分化进一步加剧，从已披露的白酒上市公司半年报来看，二季度业绩“爆雷”的白酒企业阵营正在扩大，最近一个业绩“爆雷”的是金徽酒，其二季度营收、净利润双双下滑，其中净利润下滑近3成。在披露半年报的同时，金徽酒同时公告了一份核心管理团队签署的《业绩目标及奖惩方案协议》在将高管薪酬与未来五年经营业绩深度绑定，此举能否让金徽酒走出业绩泥潭仍有待时间检验。,A股,新浪财经,https://finance.sina.com.cn/roll/2019-08-28/doc-ihytcern4096254.shtml,2019-08-28 19:12:20,白酒,爆雷,603919.XSHG,-1,2
中国版ZARA：业绩爆雷、老板爆仓、市值暴跌、高盛暴亏2亿,2013年高盛向拉夏贝尔投资了3亿元，如今这笔投资的市值仅剩9400万元。即便算上拉夏贝尔过去历次分红，高盛仍然暴亏近2亿。5亿巨亏，大股东爆仓，市值跌去八成，有“中国版ZARA”之称的拉夏贝尔正经历着上市以来的至暗时刻。,A股,新浪财经,https://finance.sina.com.cn/chanjing/gsnews/2019-08-08/doc-ihytcitm7736529.shtml,2019-08-08 13:15:56,纺织服装,爆雷,603157.XSHG,-1,2
东阿阿胶业绩爆雷，10年翻了40倍的皇家贡品，如今元气大伤,"原标题：东阿阿胶(43.950, 0.05, 0.11%)业绩爆雷，10年翻了40倍的皇家贡品，如今元气大伤 ",A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-08-03/doc-ihytcitm6679729.shtml,2019-08-03 20:41:11,中药,爆雷,000423.XSHE,-1,2
涪陵榨菜业绩爆雷：二季度净利下滑16.18%，十年9提价埋隐患,8月1日，涪陵榨菜股价继续走低，截至发稿跌幅超过5%。此前一日，涪陵榨菜股价跌停。股价下挫源于业绩不及预期。今年上半年，涪陵榨菜营收和净利增速创近三年新低。尤其二季度以来，该公司净利润和经营活动现金流净额均由增转降。,A股,搜狐财经,https://www.sohu.com/a/330727975_100001551,2019-08-01 10:00:54,食品综合,爆雷,002507.XSHE,-1,2
白马股分众传媒业绩爆雷 中信：预计全年盈利仍面临较大下滑压力,分众传媒（002027）7月29日晚间披露业绩快报，公司上半年实现营业总收入57.17亿元，同比降19.59％；净利润7.76亿元，同比降76.82％。每股收益0.05元。,A股,腾讯网,https://new.qq.com/omn/20190730/20190730A04YH100.html?pc,2019-07-30 9:20:09,传媒,爆雷,002027.XSHE,-1,2
24.85万股民伤心！白马股分众传媒业绩爆雷,四年前，当分众传媒顶着“海归”光环借壳七喜控股登陆A股之际，一时间，在资金追捧下，该公司创下了18.15元（复权后）高价，市值一度飙升至2700亿元。这也成为了分众传媒历史上一个高点。,A股,新浪财经,https://cj.sina.com.cn/articles/view/5307552992/13c5ad4e002001fhsn,2019-07-29 21:07:26,传媒,爆雷,002027.XSHE,-1,2
转型爆雷业绩变脸 浔兴股份董事长辞职,一系列尴尬的资本运作之后，王立军终于决定从浔兴股份董事长的位置上退下来。8月6日午间，浔兴股份发布公告称，董事长王立军宣布辞职，结束了两年多董事长的任期。在其身后，留下了一个转型爆雷、业绩变脸的浔兴股份。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-08-07/doc-ihytcerm9030866.shtml,2019-08-07 6:44:39,金属制品,爆雷,002098.XSHE,-1,2
原创白马股万达信息突然“爆雷”：业绩陡降、股价跌停、高管不断辞职…….,8月5日，万达信息称，公司于2019年8月4日收到公司控股股东上海万豪投资有限公司(以下简称“万豪投资”)及实际控制人史一兵的告知函，并通过中国证券登记结算有限责任公司深圳分公司系统查询，获悉万豪投资及实际控制人史一兵所持有本公司的股份被司法冻结。,A股,搜狐财经,https://www.sohu.com/a/331742683_223785,2019-08-06 9:00:34,互联网信息服务,爆雷,300168.XSHE,-1,2
首份白酒中报业绩爆雷，股价触及跌停，这家徽酒“四朵金花”酒企为何掉队？,首份白酒中报业绩爆雷，股价触及跌停，这家徽酒“四朵金花”酒企为何掉队？,A股,新浪财经,https://www.sohu.com/a/331742683_223785,2019-07-17 18:24:15,白酒,爆雷,600199.XSHG,-1,2
业绩爆雷，股价大跌，中交地产怎么了？,尽管今天的盘面是红色的，手持000736股票的小散心里却依然高兴不起来。从4月份的股价最高点，到现在，股价已经跌去1/3还多，不但没法和万科、保利比，甚至还跑输了整个地产板块！,A股,腾讯网,https://new.qq.com/omn/20190716/20190716A0MW3400.html,2019-07-16 18:23:06,房地产开发,爆雷,000736.XSHE,-1,2
业绩爆雷！东方园林预亏超5亿元,近年来，该公司流年不利。先是传出债务危机，紧接着实控人被北京第三中级人民法院列为被执行人。在一系列利空冲击下，东方园林的股价从2017年的22.9元下跌至6元，市值腰斩。,A股,搜狐财经,https://www.sohu.com/a/326697801_157944,2019-07-14 2:47:33,园林工程,爆雷,002310.XSHE,-1,2
宋清辉：上市公司实控人频爆雷 7月以来6人被捕 对经营业绩预期偏负面,受公司实控人冯鑫“涉嫌犯罪被公安机关采取强制措施”消息的影响，暴风集团（300431）7月29日毫无悬念“一”字跌停，当日晚间深交所就公司实控人冯鑫被采取强制措施原因等问题向暴风集团下发关注函。北京商报记者发现，暴风集团的情况近期并非个案，今年7月上市公司“天雷滚滚”，实控人爆雷股频现。据不完全统计，7月以来已有博信股份、ST天宝、*ST鹏起、新城控股、ST昌鱼等6家A股上市公司实控人先后被捕，而实控人爆雷后，公司股价也均出现明显承压。对于上市公司而言，除了股价遭受重挫之外，实控人被捕无疑也对公司形象以及未来的经营预期产生一定的负面影响。,A股,搜狐财经,https://www.sohu.com/a/330222269_112589,2019-07-31 6:45:54,计算机应用,爆雷,300431.XSHE,-1,2
原创受累罗静爆雷，法尔胜计提1亿元减值，影响上半年业绩,"江苏法尔胜股份有限公司(以下简称“公司”)全资子公司上海摩山商业保理有限公司(以下简称“上海摩山”)拟将其对广东中诚实业控股有限公司(以下简称“中诚实业”)和第三方(由中诚实业及其实际控制人罗静提供连带担保，以下简称“中诚实业相关方”)的合计289,938.21万元的债权，作价289,938.21万元人民币转让给深圳汇金创展商业保理有限公司(以下简称“汇金创展”)。",A股,搜狐财经,https://www.sohu.com/a/329170011_223785,2019-07-25 9:47:45,金属制品,爆雷,000890.XSHE,-1,2
这家上市公司麻烦不断：投资的网利宝爆雷、速易网络业绩萎缩,7月23日，A股上市公司鸿利智汇集团股份有限公司（以下简称“ 鸿利智汇 ”，300219.SZ ）发布《关于对深圳证券交易所关注函回复的公告》称，其公司仅投资了开曼网利，未参与网利宝平台项目的运营，并不存在对平台项目逾期债务兜底赔偿义务。,A股,腾讯网,https://wxn.qq.com/cmsid/20190723A0OCHM00,2019-07-23 20:56:56,电子制造,爆雷,300219.XSHE,-1,2
益佰制药业绩爆雷:实控人资金之谜 涉嫌掏空上市公司,"一波未平，一波又起。签虚假合同套用上市公司数千万资金一事败露，贵州女富豪窦启玲和她掌控下的益佰制药(7.210, -0.01, -0.14%)再次陷入了舆论的漩涡，弄虚作假的行径也引起了投资者对公司财务真实性的疑虑。",A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2019-06-18/doc-ihvhiqay6379513.shtml,2019-06-18 7:22:43,制药,爆雷,600594.XSHG,-1,2
福建慈善家兄弟搞砸上市公司：20亿违规担保爆雷、占用资金遭罚、业绩承诺落空！更有头部券商被牵连公开道歉……,6月19日，因大股东违规担保20亿逾期，安通控股被ST后复牌交易。当天，ST安通一字跌停，截至收盘报4.18元，封单高达48万手。从2018年1月至今，股价从高点20.56元一路下跌，尽管期间公司多次施展持股计划、股东增值动作，但依然难掩颓势，累计市值蒸发超过240亿元。,A股,搜狐财经,https://www.sohu.com/a/321670025_465270,2019-06-20 0:00:00,物流,爆雷,600179.XSHG,-1,2
业绩爆雷余波未了：欧菲光员工持股计划清盘亏50%,5月15日晚间欧菲光公告，因渤海信托·添盛系列欧菲光6号集合资金信托计划产品（下称“欧菲6号”）到期，公司第六期员工持股计划股票已全部卖出及实施完毕，具体情况如下：截至2019年5月14日，员工持股计划相关的公司股票4167.83万股已全部卖出，成交总金额为3.44亿元，成交均价为8.25元/股。后续将进行财产清算、分配工作。,A股,搜狐财经,https://www.sohu.com/a/314425254_222256,2019-05-16 19:49:21,半导体产品与设备,爆雷,002456.XSHE,-1,2
欧菲光首度回应业绩爆雷：不存在“财务大洗澡”,"从盈利18亿元到亏损超过5亿元，欧菲光(20.000, 0.92, 4.82%)的业绩大变脸引起市场广泛关注，深交所也火速对其下发了关注函。针对交易所的问询，欧菲光在7日午间予以了回复，全面否认“财务大洗澡”。",A股,新浪财经,https://finance.sina.com.cn/stock/s/2019-05-07/doc-ihvhiews0440190.shtml,2019-05-07 22:28:26,半导体产品与设备,爆雷,002456.XSHE,-1,2
业绩爆雷国资接盘 欧菲光实控人或将变更,"上证报中国证券网讯（记者 张雪 王子霖）4月29日晚，欧菲光(20.00 +4.82%,诊股)公告称，与南昌高新投资集团（简称“南昌高新投”） 签署协议，其将对公司在南昌区域内注册的子公司进行投资，股权投资总额不超30亿元。南昌高新投具体投资入股标的及股权比例双方另行协商，公司将保留入股标的控股股东地位。当晚，欧菲光同时披露，公司2018年发计提资产减值准备18.4亿元，占上年末净资产的20.02%。",A股,凤凰网,https://finance.ifeng.com/c/7mHt2N60HNn,2019-04-29 23:40:10,半导体产品与设备,爆雷,002456.XSHE,-1,2
金盾股份业绩爆雷，午后股价要凉？,公告称，公司下修业绩的主要原因是：1、全资子公司江阴市中强科技有限公司（以下简称“中强科技”）受军改影响，招投标时间推迟，第一期对赌考核期（即2016-2018年度）内未能完成业绩承诺，能否中标对中强科技商誉计提的金额存在重大影响。截至公告披露日，中强科技尚未收到军方的中标通知，评估机构认为应对中强科技商誉进行全额计提。,A股,搜狐财经,https://www.sohu.com/a/310469873_114986,2019-04-26 12:53:38,风电设备,爆雷,300411.XSHE,-1,2
开盘：两市低开沪指跌0.5%考验3100点 欧菲光业绩爆雷跌停,消息面上，欧菲光于2019年4月26日披露年报，公司2018年实现营业总收入430.4亿，同比增长27.4%，增幅连续3年保持在25%以上；实现归属于母公司所有者的净利润-5.2亿，上年为8.2亿元，未能维持盈利状态。19年一季度公司实现营业总收入106.6亿，同比增长41%；归属于母公司所有者的净利润-2.6亿，同比下降186.9%。,A股,金融界,http://stock.jrj.com.cn/2019/04/26092527489532.shtml,2019-04-26 9:28:14,半导体产品与设备,爆雷,002456.XSHE,-1,2
胜利精密难胜利：11亿并购买烂货 问鼎A股踩雷王？,2017年年报：营收近160亿元，归母净利润约4.62亿元。业绩表面看起来还不错，但下面划重点了：扣非净利润为亏损2899.54万元。更严重的是：公司之前的11亿巨额收购开始爆雷，产生了2.66亿元商誉减值。这一减值数据暂时位列2017年A股商誉减值榜榜首。,A股,零点财经,https://www.zcaijing.com/ggnews/64869.html,2018-04-03 9:30:28,仪器仪表,爆雷,002426.XSHE,-1,2
财经猎豹：胜利精密业绩“爆雷”后，又要卖掉子公司,现代快报讯（记者 谷伟）在去年业绩巨亏 7.2 亿元、今年一季度亏损 1.7 亿元之后，苏州上市公司胜利精密又作出了一项让人奇怪的决定。公司 5 月 11 日公告，正在筹划资产出售事项，拟将全资子公司南京德乐科技 100% 股权出售给公司股东陈铸。值得注意的是，南京德乐科技去年营收高达 100.8 亿元，占上市公司总营收的 58%。既然如此，为何要卖掉？,A股,腾讯网,https://new.qq.com/omn/20190513/20190513A0KBQF.html,2019-05-13 19:37:49,仪器仪表,爆雷,002426.XSHE,-1,2
业绩爆雷巨亏9670万元，思考投资暂停新增业务,业绩爆雷巨亏9670万元，思考投资暂停新增业务从挂牌之初股价爆炒至37元，四个月内涨幅高达394.18%，到2018年1月之后跌破1元，思考投资很快从“神化”走向“仙股化”。,A股,新浪财经,https://finance.sina.com.cn/roll/2019-04-11/doc-ihvhiewr4988533.shtml,2019-04-11 16:19:17,互联网信息服务,爆雷,600556.XSHG,-1,2
业绩爆雷余震后，影视传媒上市公司Q1的表现如何？,2018年报A股上市公司业绩集体爆雷，有不少公司业绩亏损额动辄数亿甚至数十亿元。对这些公司来说，2019年Q1通常是用来过渡的——2018年遗留的问题不太可能在短短一季之内完成翻转。爆雷余震，华谊兄弟等需要时间重整旗鼓。对华谊兄弟这个踏空整个春节档的电影巨头来说，Q1是一个看前期工作，不看业绩的时间段；,A股,腾讯网,https://tech.ifeng.com/c/7lmXJ97Ya5d,2019-04-11 12:00:03,传媒,爆雷,300027.XSHE,-1,2
翰宇药业上市九年现首亏 子公司业绩惨遭“腰斩”超5亿商誉爆雷,"中国网财经4月29日讯(记者杜丁)近年来业绩表现尚可的翰宇药业(7.680, -0.22, -2.78%)，在2018年遭遇净利亏损3.41亿元的尴尬，这也是翰宇药业上市九年以来的首次亏损。翰宇药业表示，亏损的主要原因是报告期内计提商誉减值准备5.29亿元。",A股,新浪财经,http://finance.sina.com.cn/roll/2019-04-29/doc-ihvhiqax5729143.shtml?cre=tianyi&mod=pcpager_inter&loc=39&r=9&rfunc=100&tj=none&tr=9,2019-04-29 15:38:51,制药,爆雷,300199.XSHE,-1,2
广发证券基金爆雷拖累业绩致五年最低 债券项目打价格战遭罚被指吃相难看,4月22日，广东证监局挂出监管函，因广发证券(000776)存在以低于成本价格参与公司债券项目投标的情形，责令其改正，并要求广发证券加强其在债券承销业务，尤其是承揽业务环节内部控制，这张函也成为针对“价格战”下发的第一份监管函。,A股,和讯网,https://bond.hexun.com/2019-04-29/197006466.html,2019-04-29 7:21:10,证券,爆雷,000776.XSHE,-1,2
"业绩二度""爆雷"" 星星科技员工增持远不及高管减持量",此前预计亏损8.46亿元的星星科技(300256)，近日在2018年年报披露前，将亏损额度大幅调整，亏损额度直接“变脸”为16.99亿元，同比大幅下滑2650.5%。而4月4日以来，公司股价从5.08元跌至目前的3.68元，跌幅超20%。有细心的投资者注意到，公司大股东倡议兜底增持后，员工完成增持数量为172.62万股，而公司董事长去年9月份一口气减持了632.59万股，远高于员工增持数量，同时因超额减持踩到违规“红线”。,A股,东方财富网,http://finance.eastmoney.com/a/201904271108669019.html,2019-04-28 7:28:08,办公电子设备,爆雷,300256.XSHE,-1,2
妖股天广中茂（002509.SZ）业绩再次“爆雷”变脸 消防行业是否受“妖气”波及？,4月25日，天广中茂开盘报2.95元，随后一路下跌，封上跌停板，报2.77元，跌幅为10.06%。截止到4月26日，延续其颓势，其股价继续跌至2.59元，跌幅为6.50%。值得一提的是，该公司的股价一跌再低也在情理之中，毕竟这一家公司除了曾带有妖股光环，近年来在业绩经营方面也存有争议和疑点，再加上最近被证监会下达了监管函，可谓是“满身疮痍”。,A股,格隆汇,https://baijiahao.baidu.com/s?id=1631862027208180734&wfr=spider&for=pc,2019-04-26 15:59:12,工程机械,爆雷,002509.XSHE,-1,2
"业绩""爆雷""再来袭 银亿股份等跌停 (附避雷指南)",4月底，进入年报业绩披露尾声，也是业绩“爆雷”的集中期。昨日晚间，多家公司年报业绩再次爆雷。*ST富控跌停。*ST富控昨日晚间公告称，公司对2018年年度业绩预告进行修正，修正后，公司预计2018年年度实现归属于上市公司股东的净利润约-55.09亿元左右，同比减少-17107%左右（追溯调整后）。,A股,网易财经,http://money.163.com/19/0426/11/EDMGVAQ200258152.html,2019-04-26 12:06:23,传媒,爆雷,300104.XSHE,-1,2
